a,b,c,true_class,predicted_class
-0.402,-4.41836,4.94866,1.0,1.0
-4.42219,1.95035,4.83679,1.0,1.0
-2.6082,-3.57751,-3.78615,0.0,0.0
-1.96725,-3.98954,1.92161,1.0,1.0
-4.37708,0.09422,4.96697,1.0,1.0
3.1397,1.15219,-1.93746,0.0,0.0
1.23896,0.27041,-0.73917,0.0,0.0
-3.6929,3.86604,-0.50215,1.0,1.0
-3.05377,-1.32241,-0.8587,1.0,1.0
3.27538,2.33614,2.69305,0.0,0.0
-4.88969,-0.83846,-0.18656,1.0,1.0
-4.80808,-2.40187,2.6029,1.0,1.0
-3.6289,0.3531,-2.84798,1.0,1.0
-4.87879,-2.58799,4.75874,1.0,1.0
3.01537,4.59577,-0.12146,0.0,0.0
-3.90264,0.47959,-0.45623,1.0,1.0
3.44357,-4.01917,-0.11759,1.0,1.0
-3.49951,-1.75324,2.37357,1.0,1.0
-0.23982,-1.24112,-1.05524,1.0,1.0
-0.40553,2.85017,3.92085,0.0,0.0
4.55335,2.86903,-1.84593,0.0,0.0
1.88135,-0.62397,-2.45329,0.0,0.0
3.40872,-4.61574,4.01762,1.0,1.0
-0.38523,1.37201,1.59354,1.0,1.0
3.95118,1.3667,1.13934,0.0,0.0
-4.33348,0.18408,-3.49831,1.0,1.0
2.37434,0.12222,1.80228,1.0,1.0
-4.58327,-4.15208,2.16323,0.0,0.0
-4.27916,-4.28743,-4.87892,0.0,0.0
4.56501,2.37508,-1.46749,0.0,0.0
-2.03464,-1.50297,2.74654,1.0,1.0
1.61371,-3.14804,-3.25891,1.0,1.0
-4.01604,1.60303,2.64373,0.0,0.0
-2.34954,-4.79055,-4.17828,0.0,0.0
4.6786,-2.04555,2.69223,1.0,1.0
1.24664,-1.1806,-2.94313,1.0,1.0
-3.78614,1.15013,2.74634,1.0,1.0
1.43904,0.30302,-4.58049,0.0,0.0
4.68489,2.98714,-2.07178,0.0,0.0
4.7997,1.01882,0.82423,1.0,1.0
2.48073,3.1177,1.56479,0.0,0.0
-3.71904,-1.61732,4.28084,0.0,0.0
-2.75384,-1.27833,-0.67923,1.0,1.0
-0.60595,1.1294,4.43076,1.0,1.0
-2.59307,-3.78499,-3.0253,1.0,1.0
3.86925,1.45811,-2.14093,1.0,1.0
3.15947,3.6137,3.46514,0.0,0.0
4.18927,-2.47759,2.55042,0.0,0.0
-0.39461,3.41999,2.28491,0.0,0.0
2.76447,1.56162,-3.22571,1.0,1.0
0.45027,4.8467,4.37388,0.0,0.0
-4.56826,-3.35185,-3.68271,1.0,1.0
2.2598,3.17785,-2.86489,0.0,0.0
0.05853,3.40703,2.32802,1.0,1.0
0.42237,0.90348,0.08361,1.0,1.0
-2.02452,0.65022,1.88885,1.0,0.0
3.73323,1.36291,2.61122,0.0,0.0
-3.39928,-0.38443,-4.90668,1.0,1.0
-2.53321,2.26462,4.9181,0.0,0.0
-4.00822,-0.98506,3.00071,1.0,1.0
-2.95964,0.55085,2.33071,1.0,1.0
1.15985,-3.11975,-1.44615,0.0,0.0
2.83792,0.54227,-4.9477,1.0,1.0
2.60991,-4.64689,2.45734,1.0,1.0
-2.97519,4.58073,-1.32059,1.0,1.0
-1.73068,-3.51112,-1.94396,1.0,1.0
3.76651,4.96334,-1.3169,0.0,0.0
-0.51389,2.22071,3.86196,0.0,0.0
0.93044,-1.08474,-0.87378,0.0,0.0
1.95618,-4.96782,1.19589,1.0,1.0
-1.44507,2.94197,-4.07009,0.0,0.0
0.88202,-0.19027,1.42326,1.0,0.0
-4.35146,0.79984,0.61485,1.0,1.0
0.6066,1.03488,1.76468,1.0,0.0
3.04989,-2.30179,3.25049,0.0,0.0
-0.01744,-4.22942,-4.41449,0.0,0.0
-1.65762,2.84897,2.07681,0.0,0.0
2.88615,0.17269,-0.59801,0.0,0.0
-3.52547,-1.71807,-0.65981,0.0,0.0
-4.114,-2.79388,0.98225,0.0,0.0
2.35663,4.98348,4.33113,1.0,1.0
1.42565,-0.78752,1.36177,0.0,0.0
2.85652,-3.81664,-0.90095,0.0,0.0
3.39802,-1.16167,0.71872,0.0,0.0
0.87769,-3.15524,-1.37765,0.0,0.0
-1.65489,-4.73803,-4.75808,0.0,0.0
3.31697,-2.26929,0.18079,0.0,0.0
-2.01274,4.40679,-2.40703,1.0,1.0
-0.70343,3.7273,3.41934,0.0,0.0
-3.13899,3.02643,-0.41813,1.0,1.0
-0.17031,-3.6652,-4.19398,0.0,0.0
2.27939,-0.03539,-0.63149,1.0,1.0
2.29508,2.65513,-3.41092,1.0,1.0
1.10225,-3.64646,2.51375,1.0,1.0
1.56955,4.56615,-4.31042,1.0,1.0
-4.42945,-2.17813,-2.38294,0.0,0.0
-2.53021,4.06255,-2.50454,0.0,0.0
-2.2805,2.59398,-0.5026,0.0,0.0
2.76711,-4.34634,-0.12429,0.0,0.0
-4.66386,-4.37347,4.06437,0.0,0.0
-3.60755,0.32421,-0.88904,1.0,1.0
-1.52657,3.99833,-4.78177,0.0,0.0
1.6379,4.63394,0.60168,0.0,0.0
4.36822,-4.47742,-0.81207,0.0,0.0
-2.39842,2.30821,4.81297,1.0,1.0
-2.4347,1.54175,-3.01902,1.0,1.0
0.6533,-0.36068,4.72005,1.0,1.0
1.08527,-1.50494,-3.85904,0.0,0.0
-3.48753,-2.74683,-2.49033,0.0,0.0
3.50616,0.61223,0.23391,1.0,1.0
-3.85231,3.6014,2.22814,0.0,0.0
-4.32332,2.07835,0.43538,1.0,1.0
-4.18275,-0.41699,-0.15304,0.0,0.0
-3.34225,4.45698,3.49975,0.0,0.0
1.69022,-0.37704,-0.88234,1.0,1.0
1.50973,0.45432,-4.37727,1.0,1.0
0.12503,3.06404,-0.4076,1.0,1.0
-4.48043,2.86278,-2.98636,0.0,0.0
-2.41379,-3.35294,-1.69785,1.0,1.0
2.56752,0.19386,-2.95119,0.0,0.0
3.7783,3.79582,3.70578,0.0,0.0
-2.61204,-0.48761,4.8499,0.0,0.0
2.72012,-4.72833,-4.34795,1.0,1.0
-0.36069,4.0922,0.38702,1.0,1.0
-0.02187,-3.94526,1.5678,0.0,0.0
3.22103,-1.1958,2.75612,1.0,1.0
4.64477,-2.96234,0.2333,0.0,0.0
-2.12862,2.92854,0.77593,0.0,0.0
1.34582,2.97914,-1.0403,1.0,1.0
4.1509,0.33029,-3.42045,1.0,1.0
1.95899,2.93261,-1.83238,1.0,1.0
3.57179,4.06143,-2.23096,1.0,1.0
4.83521,-3.59288,-2.97984,0.0,0.0
-3.15775,3.9399,1.54293,1.0,1.0
-3.47896,-0.59677,1.15298,1.0,1.0
-4.16536,3.82416,3.03604,0.0,0.0
0.05207,4.67127,-0.82239,1.0,1.0
4.8411,1.6792,1.34671,1.0,1.0
-3.34045,3.81928,-0.7251,0.0,0.0
-3.37767,-4.87392,0.59756,1.0,1.0
0.274,2.19354,3.90258,0.0,0.0
-4.20593,2.31496,-3.12588,1.0,1.0
3.58177,3.19064,0.40794,0.0,0.0
2.10243,-1.8565,-0.28832,1.0,1.0
3.21637,-0.40735,-1.42202,1.0,1.0
-0.05788,3.28249,-1.64792,0.0,0.0
-3.26238,2.12014,3.25978,0.0,0.0
-3.99363,-2.60126,-3.58028,1.0,1.0
-1.52059,-0.49649,2.48826,1.0,1.0
1.51148,1.20929,-1.47625,1.0,1.0
3.41448,-0.28713,4.79105,0.0,0.0
1.34142,-3.73735,1.76178,0.0,0.0
-1.74896,1.86327,-4.30359,1.0,1.0
-3.25119,3.55737,-2.7282,1.0,1.0
3.37041,-2.20724,1.42882,0.0,0.0
1.94151,0.12655,-1.94689,1.0,1.0
-2.87356,-4.66811,-1.96054,0.0,0.0
1.53163,4.38305,3.71204,0.0,0.0
2.66065,2.88447,1.64985,1.0,1.0
-2.39713,4.07195,1.70732,0.0,0.0
0.60441,-3.89011,-0.52944,0.0,0.0
-0.39642,3.64564,0.46648,1.0,1.0
-1.19599,4.768,-3.89279,0.0,0.0
-0.77452,-4.57975,2.39904,1.0,1.0
4.18077,-2.19963,3.58342,1.0,1.0
-2.07782,4.1077,2.53962,1.0,1.0
3.04907,-4.81993,4.6281,0.0,0.0
2.26671,-1.95249,3.29395,0.0,0.0
-2.18479,3.72754,-3.8742,1.0,1.0
2.03686,0.40698,-4.03466,0.0,0.0
-2.58106,-4.87596,-0.31232,1.0,1.0
-1.98735,0.98357,-2.02762,1.0,1.0
-2.00081,2.43193,-4.51857,0.0,0.0
4.02895,3.52264,1.67805,1.0,1.0
0.93222,3.92302,-3.1467,1.0,1.0
-4.21031,-2.6049,2.94578,0.0,0.0
-4.6533,0.82807,4.95438,0.0,0.0
3.55696,0.21446,-4.36359,1.0,1.0
3.31374,0.98979,-3.85067,0.0,0.0
-4.06143,4.09627,1.692,0.0,0.0
3.29287,3.78979,0.71772,0.0,0.0
0.17446,-0.69573,-1.83053,0.0,0.0
-0.65404,2.7388,1.01923,1.0,1.0
3.92523,-0.5662,1.0709,1.0,1.0
1.31308,0.91697,2.02634,1.0,0.0
-2.62567,0.12364,-3.95775,1.0,1.0
-1.15489,-0.12333,1.52224,1.0,0.0
4.50531,1.00651,2.43594,0.0,0.0
0.06266,1.34104,-4.29068,0.0,0.0
-2.45608,-1.38147,-0.27507,1.0,1.0
-4.54351,-3.59976,-2.23186,0.0,0.0
4.71533,-1.68653,-0.17959,1.0,1.0
-3.03902,1.1078,-2.19317,0.0,0.0
-2.93007,0.16573,-4.94494,1.0,1.0
-4.92336,-2.80931,-4.63279,1.0,1.0
-3.91974,-1.61139,3.02586,0.0,0.0
0.72049,0.12668,-2.06511,0.0,0.0
4.31754,-1.02985,-4.12907,0.0,0.0
1.17067,-3.86162,-1.54777,0.0,0.0
0.07412,3.74223,-0.06453,0.0,0.0
2.02259,4.92817,-3.68511,1.0,1.0
-2.25268,-1.05424,-0.78172,0.0,0.0
-0.88979,4.07611,2.14033,0.0,0.0
1.07905,-1.90627,3.2379,0.0,0.0
4.55061,3.21198,-4.98435,1.0,1.0
1.36401,-4.48865,-2.42393,0.0,0.0
-4.40475,1.03795,1.8659,1.0,1.0
-3.85512,-1.16161,-0.43763,1.0,1.0
-1.30947,-3.78975,-0.81052,0.0,0.0
2.51178,-4.28992,-4.1982,0.0,0.0
-1.45229,4.41726,1.68573,1.0,1.0
1.7867,-1.3808,0.93661,0.0,0.0
-4.89869,1.36096,4.13287,0.0,0.0
1.12573,3.73699,2.23973,1.0,1.0
-3.79442,4.02453,-4.33556,0.0,0.0
0.33967,-3.57863,-4.88293,0.0,0.0
-0.77966,-2.04959,-0.14,1.0,1.0
0.772,-4.56261,-3.76997,0.0,0.0
0.58642,-1.56833,2.29173,1.0,1.0
1.52292,3.45604,1.92493,0.0,0.0
-0.70069,1.72967,-2.24619,1.0,1.0
-1.93687,2.88985,-0.5358,1.0,1.0
2.9838,3.22422,3.57562,0.0,0.0
4.16635,-0.69015,-1.81133,1.0,1.0
0.82199,-1.28828,1.01074,1.0,1.0
2.05586,1.88405,-1.25447,0.0,0.0
-3.3314,-0.69471,-3.57406,1.0,1.0
3.90097,-1.54123,-3.4554,0.0,0.0
-4.74552,1.45822,1.36902,1.0,1.0
-1.59396,-4.28288,-0.90371,1.0,1.0
-1.88783,1.77121,1.05779,0.0,0.0
-1.35406,-2.82107,4.88036,0.0,0.0
-0.45998,1.88274,-3.59447,0.0,0.0
-0.1441,-4.72463,0.05455,1.0,1.0
4.64017,-1.15793,-4.61004,0.0,0.0
-4.69044,-1.12013,-3.39975,1.0,1.0
-4.76648,2.56214,-0.41477,0.0,0.0
-2.10755,4.00083,-3.83861,1.0,1.0
4.55919,-1.86033,3.88404,1.0,1.0
1.02943,3.26707,4.84013,1.0,1.0
-2.11595,4.61135,-1.10518,1.0,1.0
-1.14488,-1.59613,0.41408,0.0,0.0
-3.45855,0.53711,0.41705,0.0,0.0
2.61902,3.3365,-0.59559,1.0,1.0
-1.97667,-2.40665,-3.05376,0.0,0.0
-4.42352,-1.57552,-2.29752,1.0,1.0
4.66417,0.57709,-1.52723,1.0,1.0
0.80468,-3.60803,-0.55956,1.0,1.0
1.26234,-0.11102,-0.98221,0.0,0.0
4.93848,3.80315,1.23406,0.0,0.0
0.69377,1.2066,-2.98688,1.0,1.0
-1.04862,-4.6054,-0.24454,0.0,0.0
0.43025,-2.7225,4.64029,1.0,1.0
4.09455,2.22143,0.33387,0.0,0.0
3.69969,-3.69348,2.9051,0.0,0.0
-3.75179,2.94211,-2.24232,0.0,0.0
3.77091,4.44042,-3.51204,1.0,1.0
-0.37324,4.80987,-0.16593,1.0,1.0
3.63548,0.88732,-1.2467,1.0,1.0
-2.14216,-2.96777,2.61798,1.0,1.0
-1.13459,0.11275,-0.07675,1.0,0.0
0.77279,3.65577,4.80739,1.0,1.0
-0.92416,3.27519,2.64528,0.0,0.0
0.73529,4.56047,-2.99525,1.0,1.0
-3.90736,3.53962,-0.6085,0.0,0.0
3.46969,3.9309,-4.37542,1.0,1.0
3.83465,-0.51681,0.10432,1.0,1.0
1.26593,4.26383,-4.80884,0.0,0.0
-0.23157,1.87722,2.22707,0.0,1.0
1.92532,-3.65565,-2.00604,1.0,1.0
-1.41284,3.04437,-2.2124,0.0,0.0
-2.89295,4.57448,-4.91137,1.0,1.0
4.97821,1.76821,3.28469,0.0,0.0
-2.05381,-4.85685,2.3787,1.0,1.0
3.34145,2.40476,-3.5715,0.0,0.0
2.53428,2.68923,1.58541,1.0,1.0
2.66116,3.45921,1.13604,0.0,0.0
-4.11395,-0.12372,-4.22351,0.0,0.0
-0.92457,-0.92894,-4.3399,0.0,0.0
-1.51179,-3.89002,3.08235,0.0,0.0
4.47688,-4.27684,4.55115,0.0,0.0
0.22577,-2.00434,-4.23138,1.0,1.0
0.00624,2.94516,2.07086,0.0,0.0
-4.49774,-4.27098,-0.97127,1.0,1.0
-2.0471,-2.67616,-2.18996,0.0,0.0
3.03483,4.29228,-0.94897,1.0,1.0
4.06111,-1.78504,-0.23563,0.0,0.0
-2.73971,1.40476,4.78981,1.0,1.0
1.03493,-1.42186,1.47817,1.0,1.0
-3.77079,3.88659,0.03084,0.0,0.0
-0.5065,0.85865,1.24784,0.0,0.0
-4.28224,1.82617,-2.58068,0.0,0.0
2.13953,3.22535,3.03959,0.0,0.0
0.52501,0.2017,-3.57124,0.0,0.0
2.75346,-2.28591,-0.03305,0.0,0.0
-2.15726,-3.66172,1.29558,1.0,1.0
-4.45668,2.48645,-1.82413,0.0,0.0
-4.99865,0.11129,-4.53148,0.0,0.0
-2.2383,2.06976,-4.3731,0.0,0.0
3.39338,-4.9618,-2.53176,1.0,1.0
2.40904,-1.8373,-3.98108,0.0,0.0
-1.39766,-2.29607,3.42712,1.0,1.0
-1.86652,2.88932,3.91872,1.0,1.0
-0.66183,4.09943,-1.22682,1.0,1.0
4.64078,-4.1071,1.87019,0.0,0.0
-0.06186,-1.12351,1.32712,1.0,1.0
2.03857,-4.95637,-3.33047,0.0,0.0
2.13046,1.66385,4.66048,1.0,1.0
2.61038,4.50773,2.02541,1.0,1.0
-2.01948,-3.94635,2.81824,0.0,0.0
1.44149,-4.51814,-1.3995,1.0,1.0
4.568,0.00401,-0.67271,1.0,1.0
-0.423,-2.91117,-1.31293,0.0,0.0
-1.30187,-4.47645,2.67568,0.0,0.0
-0.83496,3.2218,3.50348,1.0,1.0
-2.88006,1.57353,-0.27718,1.0,1.0
3.80157,-2.84259,1.77813,1.0,1.0
1.07752,-2.04699,-3.63399,1.0,1.0
1.5164,2.38597,-1.84373,0.0,0.0
1.44833,-1.04869,2.13207,1.0,0.0
-3.00785,3.90215,-2.1259,1.0,1.0
-1.32214,-4.41908,-3.88488,0.0,0.0
0.15862,-2.32407,3.3548,0.0,0.0
-4.85307,-1.20906,-1.62654,1.0,1.0
-4.80672,-3.75632,-0.86357,1.0,1.0
-0.07135,-0.9571,0.30938,1.0,0.0
0.95132,-4.90076,-0.35905,0.0,0.0
4.63499,0.19032,1.77542,0.0,0.0
-1.88136,2.73991,2.72921,1.0,1.0
0.21296,4.76014,-3.7445,1.0,1.0
-4.83052,2.70158,3.07156,0.0,0.0
-3.79793,-2.34417,-4.82448,1.0,1.0
-2.06691,2.73142,0.17961,1.0,1.0
-1.51904,-1.28261,-4.98646,1.0,1.0
-2.00199,1.46459,4.74194,1.0,1.0
3.47061,-4.76405,3.98561,0.0,0.0
2.83198,2.80376,-0.42004,1.0,1.0
-1.01995,-1.97084,-4.34305,0.0,0.0
-2.71765,-2.53396,-0.15923,1.0,1.0
2.47444,-0.2619,-4.42156,0.0,0.0
4.5779,4.42724,2.8519,1.0,1.0
4.91328,0.44482,4.62768,1.0,1.0
-4.24395,-1.34319,-2.74619,1.0,1.0
-3.04167,-3.59197,1.22414,1.0,1.0
2.81322,0.78298,-3.53037,0.0,0.0
3.11124,1.35955,-1.11834,1.0,1.0
1.7413,-2.40095,-1.54808,0.0,0.0
4.17486,-2.09495,-0.30012,0.0,0.0
3.90141,2.07721,-4.37797,1.0,1.0
-3.52697,-4.92158,1.30922,1.0,1.0
-0.52327,-3.65725,4.57934,1.0,1.0
0.2966,-2.58107,0.00604,1.0,1.0
1.7962,-4.23761,-2.25296,1.0,1.0
3.06965,-0.40335,0.46577,1.0,1.0
-0.67184,-4.561,-3.3425,1.0,1.0
-0.54458,-2.90815,-4.50021,1.0,1.0
3.4365,4.81193,2.93143,0.0,0.0
3.53785,-2.58023,4.60627,1.0,1.0
-3.03074,4.5143,4.94819,1.0,1.0
2.11723,4.81144,0.6954,0.0,0.0
-2.40458,-0.63004,0.93561,0.0,0.0
-4.26918,1.22343,4.81178,1.0,1.0
-3.09892,2.92595,4.07899,0.0,0.0
4.43702,4.60136,0.2146,0.0,0.0
4.77308,2.5731,-3.38329,0.0,0.0
-0.231,2.18331,-2.5266,0.0,0.0
1.40615,1.666,-3.373,1.0,1.0
0.65085,2.71627,-0.01104,0.0,0.0
-4.87897,-4.90962,-1.42971,0.0,0.0
4.26194,-2.71323,1.34364,1.0,1.0
-2.77924,-1.7833,3.48042,0.0,0.0
2.28861,-4.04601,-0.71298,1.0,1.0
-4.7083,-0.1911,1.62434,1.0,1.0
-3.81497,-2.11115,-1.02163,1.0,1.0
4.19531,4.93255,-4.55089,1.0,1.0
2.61008,-1.28276,-1.07542,0.0,0.0
2.54265,4.18426,4.50929,0.0,0.0
0.77123,-1.42879,2.87549,0.0,0.0
-2.48999,0.64074,-1.41422,0.0,0.0
1.56631,-2.59601,-3.08407,1.0,1.0
4.18239,-3.98196,0.05958,0.0,0.0
-2.79147,-4.6107,-4.63981,1.0,1.0
-3.24778,3.6677,-2.17521,0.0,0.0
4.50459,0.81622,-0.63386,0.0,0.0
0.80089,0.16698,2.58776,0.0,0.0
-2.17504,-1.4695,3.94094,0.0,0.0
4.46457,3.92558,-0.80552,1.0,1.0
2.80366,-0.23664,-0.0246,1.0,1.0
-2.9532,0.9113,-3.13864,1.0,1.0
-1.68435,3.5503,-2.92924,1.0,1.0
-4.28842,-4.30992,4.40785,1.0,1.0
0.0692,-0.90588,3.10879,1.0,1.0
3.35826,-1.67809,1.93618,0.0,0.0
2.71123,1.54651,-3.48405,0.0,0.0
3.75883,0.39095,-2.17528,1.0,1.0
-0.74772,-4.62429,-3.72133,0.0,0.0
2.65547,-4.99988,-0.83434,0.0,0.0
0.2251,-4.45366,4.73078,0.0,0.0
-2.73875,-1.95801,-1.96057,0.0,0.0
-2.69583,-4.98526,2.29345,1.0,1.0
4.66845,-2.75707,1.63047,0.0,0.0
2.41896,3.48425,-0.77371,0.0,0.0
-1.97069,-1.74705,2.12621,0.0,0.0
3.16779,-3.18386,-1.29059,1.0,1.0
4.0194,3.06694,4.84858,1.0,1.0
2.54248,-1.06805,0.90638,0.0,0.0
1.61014,-4.21544,0.44497,1.0,1.0
2.09321,-3.32679,2.80632,0.0,0.0
0.83773,4.52222,-4.57578,1.0,1.0
-2.34674,1.01554,-2.0344,1.0,1.0
2.14424,2.59005,-3.97484,1.0,1.0
0.13854,0.08891,-1.30719,0.0,0.0
4.32925,3.27506,1.97209,0.0,0.0
2.14327,-0.38284,4.20995,0.0,0.0
1.94595,2.28981,3.61691,0.0,0.0
-2.25928,3.07071,-3.04759,0.0,0.0
-1.54658,-1.6439,4.78525,0.0,0.0
3.56537,2.0117,2.27057,0.0,0.0
0.62073,4.47091,-0.03741,1.0,1.0
-1.19482,-3.36965,2.86206,0.0,0.0
2.34444,-1.15645,-4.74807,1.0,1.0
3.38997,-4.88582,2.037,1.0,1.0
4.70257,-0.62339,-2.65027,1.0,1.0
2.04871,3.17128,0.4643,1.0,1.0
4.67035,-4.48331,0.04796,1.0,1.0
2.18454,3.6264,-3.20744,1.0,1.0
3.00003,0.52707,-1.03446,0.0,0.0
-3.68285,3.65296,-3.42727,1.0,1.0
-1.90212,-2.09954,3.71414,1.0,1.0
1.72703,2.96681,-2.49532,0.0,0.0
1.24874,0.71746,3.3283,0.0,0.0
4.06087,-4.87843,1.7402,1.0,1.0
-4.48164,0.48859,-2.12367,1.0,1.0
-1.93223,-1.47041,1.21292,1.0,1.0
-1.6595,2.32699,-0.95473,0.0,0.0
-4.31647,2.8376,-2.14242,1.0,1.0
-0.67233,1.85444,-1.67544,0.0,0.0
-4.43414,-1.26079,4.44449,1.0,1.0
1.41734,1.71479,1.32282,0.0,0.0
-3.01008,-0.81666,2.5094,1.0,1.0
-3.98627,-2.22147,-2.23681,0.0,0.0
-0.67981,4.80369,-4.32497,0.0,0.0
0.18701,-3.20635,4.70677,0.0,0.0
-3.86696,-0.96399,2.37885,0.0,0.0
2.04554,-0.77271,-1.53476,1.0,1.0
-1.02388,-2.35724,-2.94667,0.0,0.0
-0.1696,-2.31466,-2.12538,0.0,0.0
1.56756,4.68537,1.03637,0.0,0.0
-4.23021,-4.24416,4.51423,1.0,1.0
-2.02709,-4.07933,0.99045,0.0,0.0
1.23649,1.48505,-2.32598,0.0,0.0
-4.84889,4.65015,-2.49107,1.0,1.0
1.76026,2.0663,1.10007,1.0,0.0
-1.87093,-2.28904,0.97668,1.0,1.0
3.66096,4.46734,-3.94094,1.0,1.0
-3.45171,4.44736,2.36535,0.0,0.0
3.82994,-2.97367,0.87586,1.0,1.0
2.0114,1.80112,-0.91848,1.0,1.0
-4.84605,0.82926,-2.46898,1.0,1.0
-0.49746,4.57581,-1.00965,0.0,0.0
3.39802,-3.11459,1.7246,1.0,1.0
4.77007,-3.98107,-4.9168,0.0,0.0
-0.66417,-4.07375,2.48384,1.0,1.0
4.14549,-0.65979,-2.41288,0.0,0.0
-0.65597,2.23448,-4.90946,0.0,0.0
0.89454,1.13292,1.37688,1.0,0.0
-2.57978,2.14053,-4.08609,0.0,0.0
-3.0073,3.7747,2.38723,1.0,1.0
-4.86254,-2.51624,-2.85594,1.0,1.0
-2.29194,-2.5244,-4.37474,1.0,1.0
-0.41059,2.32733,1.06732,0.0,1.0
1.72872,-4.18851,4.51491,1.0,1.0
3.38492,3.0509,3.22984,1.0,1.0
4.32711,0.44254,-2.99718,0.0,0.0
1.16784,2.42881,2.37917,1.0,1.0
0.21449,-4.31541,-1.28887,0.0,0.0
4.20767,0.84449,0.38332,0.0,0.0
-2.31146,-1.31551,3.95346,1.0,1.0
1.66463,2.87387,-0.45655,1.0,1.0
1.30247,-2.51616,2.05461,0.0,0.0
-0.72399,-0.57454,1.49322,0.0,1.0
4.36281,-4.35994,3.24743,1.0,1.0
-2.07617,-0.56081,-4.78087,0.0,0.0
-1.98954,0.02631,-4.43824,0.0,0.0
-0.08904,4.27111,-3.94607,1.0,1.0
2.64441,-0.90329,1.55174,0.0,0.0
-2.39763,-3.40508,-3.39537,1.0,1.0
-4.29508,-3.14353,1.64219,0.0,0.0
3.81691,3.14126,1.85134,1.0,1.0
-3.89568,-2.10813,-1.90193,0.0,0.0
-2.50043,0.15006,0.35554,1.0,1.0
-1.43114,-1.46211,3.28556,0.0,0.0
2.89293,-1.92204,4.13788,1.0,1.0
4.52815,-1.73257,-1.45575,1.0,1.0
0.05634,4.41121,3.76319,1.0,1.0
-3.97432,-1.07269,0.53371,0.0,0.0
0.03132,-3.06137,3.58817,1.0,1.0
1.76941,3.37908,3.58764,0.0,0.0
2.48356,-0.60789,1.10547,1.0,0.0
-3.39635,1.73645,-3.20747,0.0,0.0
1.9395,-2.70402,-3.82449,0.0,0.0
-3.34716,-4.98008,2.1874,0.0,0.0
2.32401,0.14933,-3.38637,1.0,1.0
-4.16446,-4.80871,-3.34252,1.0,1.0
3.90856,-2.58463,-1.45729,0.0,0.0
-3.94655,-2.77639,0.19225,1.0,1.0
1.07753,-2.54648,-4.42268,1.0,1.0
-1.08967,-2.65797,-2.80446,1.0,1.0
4.59863,1.163,0.56878,0.0,0.0
-0.84225,-0.71056,0.40905,1.0,1.0
1.9643,2.02146,-3.28306,1.0,1.0
0.00113,-0.88042,3.70527,0.0,0.0
1.31419,0.32504,-3.84605,1.0,1.0
1.05638,-3.82796,-1.62793,0.0,0.0
-3.57158,1.92074,-2.93748,1.0,1.0
-1.08141,3.95675,-2.95684,1.0,1.0
0.07805,-0.80728,-4.81876,0.0,0.0
2.92758,-4.30954,-0.25745,0.0,0.0
0.60678,1.28426,1.88632,0.0,1.0
-2.46728,-4.90021,2.23444,0.0,0.0
0.35657,3.36118,3.21388,1.0,1.0
3.43326,-0.14905,-1.66372,1.0,1.0
2.91558,-0.48706,-3.16558,0.0,0.0
3.54974,3.8256,-0.3369,1.0,1.0
-4.243,-1.12174,3.03538,0.0,0.0
4.01774,-2.96527,-4.33026,1.0,1.0
3.7735,-1.10595,0.41761,0.0,0.0
4.68066,-4.33435,1.48318,1.0,1.0
-4.25895,-1.24531,3.03815,0.0,0.0
-0.66528,4.97182,0.59059,0.0,0.0
-1.78838,-2.79889,-1.49479,1.0,1.0
-1.27467,-4.31286,-1.30426,0.0,0.0
-0.35761,2.22738,1.56729,1.0,1.0
2.08766,-4.91636,-2.82333,1.0,1.0
1.61684,-0.16011,-4.94687,1.0,1.0
3.04495,2.7281,0.48419,1.0,1.0
-4.33537,2.66515,0.83714,0.0,0.0
2.8196,2.51747,3.03002,1.0,1.0
0.18008,-3.59675,1.71157,1.0,1.0
1.20474,2.42253,-3.30119,0.0,0.0
-3.05025,3.9041,2.49978,1.0,1.0
4.08228,2.58715,0.97155,1.0,1.0
1.54133,3.89128,0.78807,1.0,1.0
1.32391,-3.43523,-0.26079,0.0,0.0
2.16397,-2.29057,-2.97746,1.0,1.0
-1.86173,-2.58499,-2.85087,0.0,0.0
-0.75149,4.07839,0.0706,1.0,1.0
-3.1208,-4.23028,1.96156,1.0,1.0
-1.17201,3.21831,1.59511,0.0,0.0
2.96241,-2.28054,1.92359,1.0,1.0
-2.35938,4.39068,1.36374,1.0,1.0
-1.75488,-2.30488,-3.09073,1.0,1.0
1.94641,-2.81284,0.95303,0.0,0.0
-2.35365,1.61969,3.1494,1.0,1.0
2.78025,2.60851,-3.12278,1.0,1.0
-4.11615,1.98949,-1.31653,1.0,1.0
-0.67654,-4.68851,-2.40424,0.0,0.0
-4.66324,3.79186,-2.56603,0.0,0.0
0.57337,-4.61021,1.66847,1.0,1.0
-1.76973,3.97919,3.88118,0.0,0.0
-1.74709,4.00961,4.96158,1.0,1.0
3.25416,3.44871,-2.50991,0.0,0.0
0.76702,-4.32744,-4.05082,1.0,1.0
4.98893,-1.73361,2.48184,1.0,1.0
3.06665,3.58023,4.97628,1.0,1.0
-2.58504,-4.59649,-0.88808,0.0,0.0
-3.69919,-4.77574,-1.39573,1.0,1.0
2.83738,0.66181,-1.87222,1.0,1.0
1.54342,-2.67982,-4.85619,1.0,1.0
2.64353,1.23743,2.62303,0.0,0.0
-4.61062,3.3712,1.19526,1.0,1.0
