a,b,c,d,e,f,g,h,i,j,class
0.72,0.267,0.201,0.357,0.715,0.916,0.515,0.003,0.014,0.245,0
0.783,0.168,0.576,0.029,0.323,0.66,0.681,0.018,0.176,0.231,1
0.256,0.359,0.786,0.104,0.23,0.485,0.78,0.771,0.109,0.535,0
0.649,0.436,0.853,0.11,0.561,0.716,0.981,0.01,0.724,0.341,1
0.745,0.527,0.78,0.165,0.915,0.388,0.803,0.293,0.135,0.343,1
0.675,0.92,0.497,0.334,0.932,0.74,0.452,0.653,0.255,0.498,1
0.4,0.246,0.088,0.228,0.799,0.76,0.438,0.881,0.158,0.734,1
0.763,0.067,0.866,0.774,0.464,0.494,0.584,0.479,0.055,0.431,0
0.865,0.534,0.245,0.908,0.426,0.184,0.595,0.174,0.624,0.677,1
0.193,0.315,0.588,0.22,0.822,0.731,0.175,0.589,0.573,0.373,0
0.657,0.43,0.444,0.394,0.574,0.001,0.601,0.12,0.227,0.813,1
0.227,0.62,0.253,0.996,0.982,0.332,0.912,0.911,0.204,0.376,1
0.188,0.229,0.526,0.502,0.452,0.199,0.533,0.947,0.36,0.688,0
0.231,0.752,0.576,0.918,0.078,0.657,0.421,0.369,0.333,0.902,1
0.253,0.632,0.026,0.963,0.802,0.69,0.519,0.36,0.436,0.659,0
0.509,0.894,0.325,0.863,0.301,0.145,0.127,0.266,0.917,0.8,1
0.735,0.306,0.217,0.362,0.668,0.162,0.528,0.369,0.76,0.644,1
0.149,0.309,0.808,0.887,0.511,0.827,0.211,0.406,0.643,0.028,0
0.53,0.853,0.21,0.012,0.648,0.661,0.243,0.326,0.344,0.083,1
0.744,0.214,0.772,0.651,0.104,0.748,0.144,0.658,0.078,0.581,0
0.444,0.524,0.749,0.738,0.045,0.163,0.982,0.439,0.822,0.551,0
0.773,0.071,0.502,0.752,0.415,0.715,0.831,0.814,0.205,0.907,0
0.582,0.183,0.793,0.254,0.333,0.416,0.505,0.172,0.85,0.82,0
0.305,0.97,0.059,0.122,0.766,0.243,0.209,0.022,0.329,0.075,1
0.638,0.006,0.437,0.886,0.565,0.33,0.108,0.954,0.018,0.5,1
0.369,0.769,0.59,0.938,0.952,0.727,0.476,0.534,0.919,0.736,1
0.749,0.94,0.373,0.83,0.754,0.384,0.755,0.107,0.018,0.874,1
0.977,0.433,0.39,0.227,0.937,0.26,0.646,0.816,0.453,0.958,0
0.366,0.777,0.214,0.481,0.699,0.253,0.833,0.94,0.289,0.494,0
0.017,0.404,0.597,0.162,0.978,0.175,0.506,0.009,0.298,0.804,1
0.408,0.857,0.819,0.434,0.156,0.81,0.921,0.244,0.075,0.844,1
0.608,0.26,0.172,0.497,0.927,0.167,0.722,0.253,0.592,0.445,0
0.566,0.135,0.863,0.985,0.497,0.403,0.79,0.168,0.07,0.716,1
0.546,0.632,0.029,0.863,0.668,0.112,0.661,0.98,0.257,0.944,0
0.96,0.842,0.489,0.446,0.362,0.786,0.151,0.533,0.547,0.931,0
0.909,0.483,0.598,0.707,0.543,0.283,0.159,0.563,0.437,0.27,0
0.345,0.042,0.555,0.076,0.106,0.772,0.109,0.699,0.49,0.243,1
0.571,0.522,0.91,0.964,0.465,0.365,0.586,0.112,0.528,0.1,1
0.275,0.758,0.77,0.477,0.964,0.152,0.313,0.592,0.446,0.648,1
0.089,0.719,0.163,0.27,0.18,0.72,0.04,0.977,0.374,0.233,0
0.326,0.496,0.23,0.762,0.755,0.629,0.906,0.722,0.16,0.264,1
0.477,0.309,0.396,0.475,0.784,0.544,0.838,0.608,0.007,0.988,1
0.147,0.396,0.019,0.525,0.678,0.288,0.928,0.15,0.949,0.786,1
0.152,0.103,0.066,0.578,0.251,0.971,0.115,0.808,0.376,0.014,1
0.736,0.587,0.23,0.356,0.15,0.135,0.569,0.539,0.203,0.297,0
0.996,0.353,0.487,0.159,0.025,0.612,0.241,0.743,0.231,0.369,1
0.647,0.691,0.344,0.727,0.563,0.815,0.757,0.822,0.264,0.081,0
0.003,0.33,0.414,0.265,0.16,0.427,0.306,0.032,0.837,0.52,0
0.175,0.33,0.576,0.097,0.52,0.737,0.164,0.509,0.896,0.704,1
0.447,0.025,0.931,0.982,0.784,0.229,0.583,0.804,0.531,0.97,0
0.596,0.006,0.297,0.996,0.981,0.923,0.206,0.254,0.605,0.035,1
0.891,0.49,0.731,0.613,0.361,0.903,0.244,0.512,0.421,0.718,0
0.707,0.451,0.33,0.209,0.047,0.44,0.003,0.353,0.969,0.652,1
0.414,0.944,0.995,0.777,0.304,0.886,0.791,0.649,0.469,0.269,1
0.298,0.518,0.505,0.452,0.796,0.249,0.123,0.171,0.62,0.032,0
0.312,0.171,0.027,0.943,0.364,0.901,0.482,0.97,0.139,0.371,1
0.249,0.749,0.243,0.56,0.189,0.067,0.89,0.772,0.794,0.997,1
0.851,0.07,0.283,0.413,0.949,0.021,0.739,0.066,0.172,0.246,1
0.445,0.904,0.858,0.316,0.985,0.061,0.059,0.481,0.34,0.87,0
0.025,0.883,0.283,0.79,0.016,0.915,0.827,0.583,0.832,0.802,1
0.855,0.684,0.97,0.577,0.698,0.476,0.988,0.022,0.737,0.242,1
0.673,0.176,0.342,0.687,0.409,0.664,0.646,0.114,0.694,0.279,0
0.425,0.513,0.379,0.264,0.162,0.627,0.755,0.191,0.603,0.131,1
0.644,0.298,0.358,0.671,0.464,0.449,0.303,0.813,0.304,0.648,1
0.059,0.91,0.966,0.183,0.441,0.108,0.414,0.868,0.594,0.137,1
0.97,0.557,0.074,0.366,0.146,0.883,0.392,0.5,0.84,0.568,1
0.049,0.074,0.174,0.675,0.617,0.358,0.313,0.08,0.07,0.635,1
0.795,0.502,0.689,0.448,0.054,0.002,0.801,0.867,0.984,0.307,1
0.734,0.74,0.666,0.821,0.956,0.202,0.728,0.413,0.827,0.912,0
0.941,0.757,0.92,0.118,0.094,0.417,0.72,0.807,0.837,0.132,0
0.684,0.554,0.167,0.474,0.775,0.165,0.895,0.164,0.082,0.363,1
0.778,0.775,0.865,0.18,0.218,0.206,0.207,0.423,0.995,0.677,1
0.34,0.96,0.562,0.039,0.073,0.554,0.194,0.269,0.373,0.597,1
0.931,0.088,0.923,0.43,0.311,0.289,0.357,0.42,0.396,0.847,1
0.339,0.24,0.932,0.779,0.028,0.556,0.627,0.148,0.333,0.181,0
0.085,0.512,0.074,0.461,0.478,0.597,0.855,0.027,0.178,0.668,1
0.428,0.18,0.19,0.187,0.921,0.381,0.576,0.571,0.755,0.482,1
0.386,0.714,0.325,0.098,0.998,0.933,0.457,0.723,0.817,0.381,1
0.181,0.159,0.878,0.99,0.449,0.979,0.474,0.453,0.269,0.567,0
0.391,0.867,0.952,0.713,0.438,0.366,0.971,0.68,0.627,0.001,1
0.986,0.338,0.502,0.165,0.965,0.883,0.396,0.797,0.997,0.871,1
0.103,0.08,0.345,0.489,0.233,0.158,0.232,0.958,0.81,0.155,0
0.43,0.844,0.273,0.521,0.289,0.929,0.511,0.308,0.737,0.236,0
0.256,0.926,0.891,0.175,0.1,0.88,0.432,0.77,0.349,0.062,0
0.123,0.466,0.744,0.912,0.311,0.421,0.713,0.691,0.781,0.748,1
0.528,0.757,0.447,0.78,0.46,0.111,0.81,0.158,0.544,0.733,0
0.63,0.561,0.977,0.264,0.501,0.743,0.981,0.237,0.034,0.808,1
0.645,0.447,0.913,0.978,0.373,0.423,0.56,0.386,0.444,0.236,1
0.835,0.445,0.905,0.821,0.497,0.201,0.015,0.28,0.811,0.554,1
0.77,0.099,0.754,0.986,0.026,0.133,0.854,0.382,0.322,0.85,1
0.881,0.993,0.251,0.579,0.099,0.504,0.838,0.333,0.512,0.666,0
0.071,0.288,0.367,0.916,0.696,0.623,0.24,0.854,0.226,0.77,0
0.273,0.948,0.054,0.112,0.893,0.165,0.586,0.359,0.578,0.614,0
0.474,0.497,0.737,0.183,0.7,0.031,0.789,0.406,0.683,0.149,0
0.962,0.922,0.876,0.816,0.751,0.021,0.469,0.209,0.074,0.697,0
0.993,0.973,0.392,0.229,0.603,0.136,0.818,0.896,0.612,0.883,1
0.202,0.878,0.32,0.512,0.922,0.505,0.801,0.214,0.048,0.944,1
0.919,0.784,0.496,0.231,0.041,0.857,0.896,0.242,0.656,0.505,0
0.492,0.482,0.513,0.066,0.225,0.236,0.401,0.387,0.981,0.926,0
0.698,0.37,0.564,0.479,0.37,0.855,0.773,0.714,0.371,0.404,1
0.361,0.688,0.736,0.809,0.567,0.297,0.801,0.622,0.963,0.373,1
0.164,0.838,0.002,0.16,0.609,0.691,0.253,0.033,0.554,0.779,0
0.991,0.31,0.306,0.707,0.786,0.287,0.11,0.251,0.25,0.513,0
0.193,0.074,0.965,0.606,0.017,0.715,0.182,0.395,0.549,0.733,0
0.963,0.251,0.04,0.2,0.329,0.217,0.422,0.428,0.948,0.95,1
0.438,0.363,0.884,0.701,0.887,0.423,0.022,0.299,0.201,0.621,0
0.59,0.11,0.801,0.681,0.414,0.438,0.467,0.683,0.487,0.901,0
0.627,0.362,0.777,0.58,0.189,0.664,0.896,0.461,0.579,0.074,1
0.056,0.256,0.95,0.105,0.318,0.658,0.893,0.959,0.641,0.045,1
0.44,0.899,0.307,0.006,0.924,0.891,0.728,0.167,0.718,0.125,0
0.249,0.024,0.215,0.887,0.747,0.677,0.602,0.218,0.087,0.253,0
0.859,0.516,0.07,0.284,0.451,0.176,0.107,0.49,0.876,0.231,1
0.435,0.798,0.565,0.631,0.715,0.814,0.053,0.571,0.087,0.16,0
0.051,0.175,0.874,0.169,0.022,0.254,0.769,0.53,0.544,0.66,1
0.313,0.789,0.493,0.309,0.262,0.983,0.787,0.556,0.513,0.607,0
0.024,0.083,0.648,0.673,0.889,0.616,0.743,0.565,0.402,0.456,1
0.954,0.933,0.883,0.573,0.214,0.078,0.91,0.103,0.356,0.813,0
0.206,0.797,0.237,0.785,0.712,0.286,0.337,0.363,0.578,0.907,0
0.546,0.416,0.391,0.175,0.67,0.496,0.895,0.516,0.956,0.44,0
0.516,0.182,0.789,0.029,0.179,0.315,0.839,0.611,0.307,0.915,1
0.832,0.031,0.242,0.697,0.87,0.742,0.884,0.126,0.008,0.441,0
0.064,0.662,0.916,0.419,0.579,0.388,0.164,0.118,0.716,0.904,0
0.365,0.136,0.829,0.262,0.767,0.652,0.31,0.511,0.37,0.125,1
0.224,0.572,0.78,0.091,0.199,0.011,0.984,0.107,0.38,0.055,1
0.501,0.632,0.524,0.678,0.215,0.914,0.768,0.19,0.453,0.02,0
0.829,0.896,0.524,0.359,0.799,0.354,0.047,0.664,0.406,0.997,0
0.514,0.116,0.784,0.96,0.121,0.321,0.485,0.707,0.703,0.624,0
0.864,0.736,0.023,0.97,0.829,0.675,0.784,0.825,0.05,0.635,0
0.141,0.258,0.82,0.548,0.301,0.191,0.478,0.106,0.384,0.858,0
0.371,0.517,0.949,0.363,0.278,0.416,0.389,0.96,0.014,0.151,0
0.784,0.003,0.437,0.696,0.057,0.318,0.279,0.512,0.623,0.762,1
0.097,0.243,0.759,0.873,0.324,0.058,0.138,0.791,0.132,0.215,0
0.191,0.414,0.642,0.137,0.472,0.928,0.495,0.488,0.733,0.557,1
0.442,0.842,0.141,0.206,0.988,0.264,0.078,0.164,0.944,0.184,0
0.532,0.734,0.026,0.282,0.735,0.274,0.355,0.56,0.801,0.314,1
0.163,0.027,0.274,0.667,0.913,0.503,0.147,0.62,0.097,0.13,1
0.139,0.926,0.62,0.008,0.93,0.389,0.166,0.677,0.513,0.627,0
0.441,0.22,0.005,0.66,0.482,0.428,0.619,0.499,0.917,0.731,1
0.928,0.233,0.622,0.907,0.768,0.389,0.741,0.584,0.297,0.737,1
0.099,0.098,0.196,0.151,0.871,0.23,0.972,0.045,0.074,0.421,1
0.623,0.632,0.112,0.529,0.183,0.243,0.248,0.27,0.868,0.804,1
0.154,0.685,0.23,0.016,0.066,0.752,0.677,0.53,0.13,0.801,1
0.51,0.576,0.818,0.302,0.312,0.103,0.334,0.814,0.624,0.264,1
0.274,0.651,0.847,0.409,0.001,0.947,0.883,0.631,0.041,0.449,0
0.294,0.085,0.407,0.508,0.509,0.281,0.247,0.814,0.109,0.529,0
0.556,0.177,0.022,0.503,0.54,0.156,0.005,0.521,0.018,0.417,1
0.77,0.844,0.583,0.604,0.139,0.504,0.24,0.825,0.385,0.626,1
0.759,0.438,0.933,0.528,0.273,0.858,0.669,0.013,0.258,0.758,0
0.661,0.479,0.951,0.34,0.698,0.351,0.269,0.211,0.09,0.126,0
0.177,0.299,0.958,0.157,0.442,0.194,0.424,0.031,0.273,0.253,1
0.533,0.011,0.492,0.088,0.87,0.425,0.764,0.832,0.316,0.806,0
0.546,0.815,0.8,0.158,0.656,0.408,0.028,0.234,0.211,0.553,1
0.357,0.177,0.788,0.163,0.743,0.711,0.174,0.697,0.69,0.674,1
0.961,0.931,0.446,0.314,0.113,0.327,0.65,0.835,0.147,0.52,0
0.157,0.874,0.913,0.085,0.08,0.835,0.437,0.361,0.983,0.907,1
0.241,0.261,0.924,0.931,0.441,0.419,0.783,0.13,0.311,0.079,0
0.157,0.138,0.328,0.754,0.93,0.195,0.177,0.547,0.668,0.773,0
0.541,0.895,0.165,0.466,0.134,0.981,0.987,0.626,0.81,0.57,1
0.957,0.772,0.521,0.467,0.7,0.149,0.419,0.084,0.404,0.913,1
0.505,0.732,0.09,0.045,0.214,0.798,0.218,0.145,0.734,0.57,0
0.163,0.508,0.233,0.381,0.525,0.972,0.383,0.151,0.67,0.847,0
0.822,0.255,0.9,0.134,0.135,0.761,0.714,0.521,0.699,0.285,1
0.942,0.402,0.772,0.886,0.51,0.003,0.772,0.952,0.225,0.984,0
0.055,0.729,0.915,0.957,0.036,0.927,0.739,0.853,0.586,0.226,1
0.655,0.727,0.277,0.526,0.809,0.776,0.368,0.703,0.881,0.855,0
0.078,0.314,0.261,0.463,0.193,0.166,0.758,0.438,0.249,0.148,0
0.343,0.806,0.618,0.819,0.795,0.992,0.036,0.706,0.2,0.233,1
0.079,0.756,0.045,0.565,0.184,0.766,0.324,0.066,0.935,0.235,1
0.416,0.18,0.207,0.455,0.046,0.009,0.59,0.367,0.953,0.96,1
0.008,0.61,0.262,0.075,0.733,0.402,0.275,0.472,0.161,0.66,1
0.335,0.948,0.612,0.807,0.951,0.089,0.788,0.419,0.484,0.578,1
0.618,0.847,0.19,0.61,0.701,0.36,0.125,0.904,0.052,0.623,1
0.59,0.632,0.939,0.969,0.221,0.709,0.796,0.498,0.699,0.023,1
0.438,0.421,0.764,0.284,0.92,0.706,0.735,0.935,0.514,0.505,1
0.012,0.087,0.792,0.605,0.746,0.434,0.159,0.111,0.933,0.738,0
0.144,0.287,0.174,0.32,0.619,0.418,0.835,0.059,0.034,0.788,1
0.838,0.655,0.23,0.599,0.087,0.522,0.446,0.075,0.752,0.925,0
0.13,0.871,0.065,0.722,0.837,0.512,0.811,0.934,0.551,0.598,1
0.923,0.283,0.721,0.712,0.665,0.663,0.247,0.897,0.622,0.328,1
0.195,0.726,0.019,0.531,0.205,0.915,0.717,0.447,0.611,0.484,0
0.068,0.422,0.617,0.507,0.947,0.371,0.533,0.375,0.884,0.914,1
0.474,0.188,0.444,0.805,0.37,0.915,0.804,0.132,0.533,0.871,1
0.935,0.114,0.102,0.492,0.518,0.255,0.901,0.224,0.701,0.755,1
0.03,0.049,0.612,0.11,0.175,0.857,0.46,0.387,0.93,0.441,0
0.209,0.433,0.488,0.817,0.828,0.202,0.438,0.941,0.207,0.2,1
0.415,0.919,0.319,0.545,0.223,0.147,0.327,0.456,0.749,0.424,0
0.791,0.921,0.094,0.703,0.263,0.372,0.092,0.599,0.856,0.323,0
0.702,0.814,0.425,0.289,0.132,0.927,0.318,0.67,0.482,0.844,1
0.328,0.846,0.912,0.842,0.326,0.301,0.428,0.784,0.651,0.254,1
0.466,0.238,0.811,0.867,0.344,0.954,0.508,0.397,0.037,0.333,0
0.855,0.719,0.929,0.031,0.79,0.534,0.944,0.755,0.517,0.654,0
0.963,0.087,0.205,0.414,0.305,0.557,0.601,0.678,0.01,0.867,1
0.191,0.088,0.81,0.222,0.272,0.318,0.226,0.686,0.179,0.872,1
0.548,0.772,0.91,0.912,0.611,0.707,0.257,0.337,0.499,0.344,0
0.484,0.447,0.474,0.405,0.204,0.709,0.224,0.173,0.228,0.538,1
0.03,0.66,0.304,0.295,0.661,0.778,0.134,0.651,0.014,0.993,1
0.211,0.414,0.443,0.305,0.847,0.994,0.17,0.117,0.24,0.369,0
0.0,0.368,0.574,0.185,0.275,0.427,0.444,0.561,0.131,0.549,1
0.693,1.0,0.5,0.956,0.441,0.894,0.725,0.364,0.056,0.296,0
0.095,0.386,0.754,0.544,0.547,0.794,0.814,0.766,0.739,0.381,0
0.298,0.519,0.183,0.069,0.181,0.675,0.922,0.659,0.72,0.077,1
0.352,0.629,0.481,0.312,0.933,0.237,0.677,0.472,0.968,0.002,0
0.669,0.846,0.777,0.032,0.321,0.484,0.418,0.219,0.042,0.59,1
0.955,0.518,0.284,0.165,0.946,0.891,0.084,0.824,0.701,0.31,1
0.536,0.351,0.363,0.544,0.811,0.317,0.12,0.899,0.306,0.212,1
0.842,0.46,0.839,0.988,0.165,0.72,0.389,0.398,0.366,0.514,0
0.741,0.157,0.403,0.206,0.142,0.067,0.921,0.353,0.491,0.207,1
0.467,0.005,0.553,0.271,0.409,0.118,0.722,0.041,0.053,0.873,1
0.652,0.419,0.679,0.495,0.304,0.129,0.402,0.78,0.117,0.062,1
0.853,0.612,0.155,0.289,0.867,0.355,0.831,0.59,0.125,0.262,1
0.398,0.188,0.902,0.846,0.795,0.942,0.365,0.084,0.881,0.825,1
0.302,0.247,0.858,0.327,0.143,0.269,0.721,0.664,0.19,0.154,1
0.434,0.424,0.043,0.093,0.828,0.461,0.001,0.776,0.579,0.691,1
0.752,0.139,0.469,0.234,0.475,0.17,0.893,0.831,0.592,0.559,1
0.955,0.676,0.421,0.315,0.637,0.682,0.822,0.963,0.682,0.883,0
0.441,0.76,0.092,0.816,0.111,0.151,0.578,0.492,0.633,0.138,1
0.774,0.408,0.775,0.954,0.143,0.208,0.867,0.29,0.338,0.387,1
0.077,0.297,0.179,0.821,0.615,0.077,0.87,0.633,0.299,0.497,0
0.926,0.037,0.24,0.077,0.932,0.308,0.849,0.371,0.801,0.411,0
0.431,0.466,0.553,0.48,0.259,0.085,0.062,0.652,0.892,0.885,0
0.595,0.987,0.567,0.619,0.93,0.632,0.197,0.638,0.311,0.778,0
0.542,0.937,0.726,0.639,0.145,0.986,0.184,0.797,0.859,0.224,1
0.078,0.073,0.195,0.172,0.149,0.929,0.066,0.31,0.168,0.794,1
0.074,0.515,0.573,0.32,0.303,0.819,0.636,0.907,0.0,0.048,1
0.053,0.871,0.669,0.315,0.49,0.327,0.222,0.657,0.404,0.728,0
0.431,0.837,0.959,0.864,0.426,0.945,0.519,0.624,0.057,0.904,0
0.699,0.787,0.085,0.138,0.07,0.728,0.857,0.639,0.696,0.832,1
0.931,0.402,0.486,0.113,0.451,0.355,0.125,0.134,0.203,0.465,0
0.681,0.276,0.817,0.645,0.654,0.779,0.329,0.973,0.066,0.004,0
0.647,0.888,0.359,0.62,0.873,0.444,0.541,0.913,0.882,0.362,1
0.136,0.451,0.401,0.826,0.242,0.533,0.769,0.998,0.517,0.408,1
0.445,0.541,0.828,0.219,0.976,0.855,0.188,0.048,0.027,0.9,1
0.003,0.228,0.678,0.96,0.1,0.495,0.69,0.716,0.37,0.522,1
0.872,1.0,0.495,0.743,0.674,0.549,0.483,0.821,0.666,0.793,1
0.622,0.057,0.415,0.405,0.036,0.693,0.791,0.544,0.715,0.332,1
0.715,0.521,0.044,0.715,0.552,0.494,0.314,0.928,0.286,0.533,0
0.094,0.142,0.212,0.874,0.278,0.898,0.489,0.489,0.227,0.362,1
0.265,0.698,0.353,0.948,0.04,0.006,0.518,0.77,0.125,0.579,1
0.873,0.711,0.933,0.434,0.424,0.13,0.221,0.875,0.643,0.771,1
0.194,0.298,0.061,0.498,0.169,0.384,0.595,0.915,0.885,0.643,1
0.029,0.771,0.503,0.366,0.914,0.357,0.814,0.803,0.389,0.578,0
0.696,0.33,0.378,0.718,0.684,0.736,0.385,0.237,0.413,0.977,1
0.564,0.689,0.287,0.797,0.909,0.873,0.361,0.218,0.601,0.577,0
0.172,0.015,0.905,0.82,0.431,0.082,0.532,0.438,0.66,0.277,1
0.348,0.647,0.732,0.221,0.397,0.772,0.617,0.15,0.339,0.685,1
0.045,0.931,0.752,0.33,0.086,0.828,0.095,0.6,0.798,0.055,1
0.845,0.012,0.972,0.504,0.604,0.861,0.987,0.167,0.07,0.881,0
0.254,0.498,0.8,0.816,0.545,0.993,0.944,0.222,0.893,0.55,1
0.181,0.401,0.347,0.862,0.889,0.241,0.365,0.028,0.031,0.306,0
0.12,0.868,0.99,0.318,0.058,0.223,0.68,0.344,0.644,0.353,1
0.356,0.245,0.854,0.326,0.067,0.678,0.663,0.293,0.881,0.043,1
0.978,0.529,0.067,0.334,0.676,0.903,0.559,0.854,0.623,0.27,0
0.016,0.592,0.49,0.465,0.065,0.61,0.916,0.674,0.1,0.491,0
0.798,0.854,0.303,0.474,0.655,0.255,0.055,0.838,0.285,0.468,1
0.584,0.012,0.979,0.198,0.742,0.86,0.124,0.674,0.423,0.293,1
0.369,0.616,0.748,0.938,0.3,0.615,0.52,0.179,0.375,0.109,1
0.531,0.15,0.289,0.617,0.081,0.048,0.753,0.877,0.392,0.535,0
0.265,0.671,0.103,0.263,0.3,0.266,0.905,0.913,0.572,0.077,0
0.31,0.887,0.563,0.93,0.321,0.645,0.177,0.879,0.967,0.639,0
0.556,0.928,0.237,0.877,0.075,0.379,0.695,0.773,0.377,0.796,1
0.614,0.489,0.319,0.625,0.991,0.749,0.081,0.155,0.959,0.281,1
0.968,0.216,0.217,0.972,0.673,0.898,0.948,0.068,0.198,0.14,0
0.297,0.182,0.257,0.336,0.151,0.338,0.791,0.697,0.077,0.279,1
0.376,0.938,0.475,0.519,0.218,0.043,0.462,0.421,0.861,0.711,0
0.475,0.033,0.87,0.223,0.462,0.532,0.55,0.607,0.867,0.222,1
0.971,0.436,0.857,0.712,0.672,0.193,0.868,0.096,0.314,0.11,0
0.285,0.848,0.853,0.826,0.162,0.521,0.653,0.945,0.452,0.6,1
0.357,0.835,0.882,0.945,0.934,0.081,0.733,0.456,0.918,0.42,0
0.099,0.55,0.083,0.286,0.986,0.989,0.707,0.474,0.006,0.33,1
0.285,0.556,0.539,0.697,0.694,0.611,0.651,0.119,0.056,0.313,1
0.652,0.037,0.67,0.755,0.831,0.58,0.502,0.369,0.813,0.853,1
0.537,0.797,0.463,0.806,0.803,0.9,0.573,0.935,0.919,0.311,0
0.185,0.709,0.402,0.878,0.01,0.181,0.143,0.07,0.027,0.003,0
0.087,0.03,0.417,0.503,0.297,0.499,0.093,0.979,0.265,0.768,1
0.3,0.981,0.214,0.029,0.331,0.057,0.999,0.986,0.252,0.054,1
0.814,0.931,0.948,0.869,0.51,0.177,0.445,0.162,0.726,0.652,1
0.457,0.79,0.675,0.168,0.392,0.696,0.471,0.811,0.968,0.979,0
0.503,0.412,0.565,0.667,0.983,0.644,0.791,0.972,0.628,0.835,0
0.449,0.464,0.377,0.156,0.241,0.964,0.293,0.241,0.719,0.618,0
0.401,0.343,0.169,0.079,0.053,0.29,0.511,0.491,0.695,0.879,0
0.53,0.309,0.955,0.177,0.634,0.197,0.577,0.982,0.131,0.88,0
0.151,0.765,0.384,0.509,0.397,0.92,0.504,0.598,0.538,0.442,1
0.233,0.327,0.828,0.49,0.464,0.681,0.935,0.236,0.851,0.838,1
0.242,0.167,0.958,0.276,0.062,0.142,0.311,0.04,0.372,0.571,0
0.782,0.858,0.867,0.933,0.42,0.788,0.63,0.036,0.194,0.21,0
0.218,0.217,0.322,0.201,0.245,0.229,0.645,0.292,0.123,0.91,0
0.4,0.978,0.666,0.21,0.129,0.856,0.291,0.057,0.665,0.019,1
0.075,0.757,0.286,0.758,0.588,0.065,0.926,0.328,0.712,0.641,0
0.385,0.874,0.065,0.301,0.922,0.199,0.428,0.848,0.256,0.3,0
0.226,0.732,0.52,0.427,0.886,0.667,0.127,0.969,0.669,0.826,1
0.565,0.977,0.369,0.451,0.535,0.319,0.519,0.925,0.752,0.202,1
0.778,0.085,0.17,0.399,0.636,0.151,0.587,0.58,0.94,0.333,1
0.946,0.284,0.852,0.663,0.639,0.412,0.108,0.454,0.462,0.6,0
0.061,0.486,0.887,0.861,0.446,0.524,0.887,0.997,0.246,0.557,0
0.571,0.553,0.265,0.769,0.592,0.549,0.12,0.785,0.376,0.64,1
0.432,0.014,0.861,0.544,0.133,0.455,0.199,0.904,0.471,0.195,0
0.834,0.664,0.243,0.619,0.192,0.775,0.431,0.81,0.091,0.298,0
0.462,0.888,0.101,0.998,0.027,0.195,0.52,0.548,0.494,0.142,0
0.694,0.754,0.673,0.91,0.387,0.384,0.272,0.809,0.116,0.928,1
0.947,0.527,0.438,0.438,0.82,0.964,0.195,0.799,0.835,0.404,1
0.418,0.015,0.27,0.541,0.552,0.716,0.804,0.359,0.285,0.21,1
0.439,0.165,0.648,0.098,0.665,0.092,0.805,0.841,0.608,0.969,1
0.354,0.44,0.212,0.573,0.433,0.98,0.585,0.007,0.187,0.685,0
0.849,0.603,0.966,0.852,0.757,0.683,0.362,0.03,0.551,0.688,1
0.87,0.596,0.438,0.093,0.437,0.972,0.575,0.759,0.938,0.24,1
0.264,0.754,0.031,0.326,0.801,0.821,0.182,0.0,0.959,0.504,1
0.503,0.667,0.776,0.353,0.537,0.783,0.373,0.561,0.341,0.941,1
0.048,0.734,0.516,0.645,0.219,0.955,0.481,0.711,0.09,0.293,1
0.906,0.016,0.357,0.2,0.333,0.623,0.862,0.535,0.907,0.707,1
0.937,0.164,0.874,0.751,0.944,0.041,0.097,0.008,0.004,0.244,1
0.572,0.41,0.134,0.761,0.143,0.987,0.31,0.049,0.177,0.031,1
0.228,0.666,0.363,0.011,0.335,0.342,0.269,0.741,0.138,0.549,0
0.028,0.463,0.771,0.335,0.101,0.557,0.979,0.719,0.467,0.589,0
0.347,0.394,0.825,0.881,0.536,0.749,0.834,0.609,0.921,0.59,0
0.54,0.732,0.618,0.894,0.787,0.537,0.702,0.892,0.425,0.335,0
0.838,0.092,0.523,0.048,0.708,0.924,0.962,0.373,0.853,0.652,1
0.226,0.058,0.596,0.346,0.876,0.933,0.567,0.612,0.131,0.336,0
0.809,0.498,0.314,0.531,0.503,0.464,0.465,0.554,0.945,0.875,1
0.54,0.044,0.872,0.64,0.124,0.878,0.522,0.231,0.801,0.271,1
0.832,0.617,0.328,0.311,0.269,0.152,0.242,0.353,0.278,0.42,1
0.332,0.83,0.54,0.172,0.552,0.254,0.728,0.451,0.944,0.086,1
0.165,0.717,0.229,0.051,0.549,0.91,0.46,0.508,0.002,0.794,0
0.995,0.039,0.186,0.182,0.831,0.979,0.941,0.215,0.336,0.687,1
0.247,0.911,0.392,0.243,0.178,0.967,0.14,0.981,0.099,0.812,1
0.312,0.922,0.929,0.927,0.27,0.063,0.98,0.597,0.217,0.479,0
0.912,0.086,0.601,0.018,0.39,0.669,0.409,0.741,0.426,0.555,0
0.384,0.484,0.416,0.244,0.143,0.686,0.192,0.028,0.966,0.161,1
0.1,0.587,0.406,0.729,0.564,0.569,0.666,0.163,0.767,0.402,0
0.722,0.534,0.104,0.232,0.399,0.0,0.54,0.082,0.519,0.983,0
0.911,0.645,0.066,0.42,0.327,0.202,0.854,0.359,0.263,0.767,1
0.18,0.686,0.305,0.593,0.409,0.886,0.214,0.9,0.082,0.047,1
0.991,0.397,0.53,0.13,0.939,0.485,0.788,0.642,0.197,0.635,0
